Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 100 --call-graph fp --app com.zamface
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 91720
Event count: 135865288130

Overhead  Command          Pid    Tid    Shared Object                                                                                                             Symbol
0.02%     mqt_js           15197  15311  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE14DeleteLocalRefEP7_JNIEnvP8_jobject
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+49df0]
0.02%     HybridData Dest  15197  15305  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo9AllocatorINS_13AndroidConfigEXadL_Z21scudo_malloc_postinitEEE27quarantineOrDeallocateChunkEPvPNS_5Chunk14UnpackedHeaderEm
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN5Eigen8internal10AssignmentINS_6MatrixIdLin1ELin1ELi0ELin1ELin1EEENS_17PermutationMatrixILin1ELin1EiEENS0_9assign_opIdvEENS0_19EigenBase2EigenBaseEvE3runERS3_RKS5_RKS7_
0.02%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN12_GLOBAL__N_114AAConvexPathOp14onPrepareDrawsEPN12GrMeshDrawOp6TargetE$13aac768fe222e8b89565d2273dcad6d
0.02%     com.zamface      15197  15197  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            pthread_getspecific
0.02%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfolly_json.so                      _ZN5folly7dynamic7destroyEv
0.02%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN8SkCanvas8clipRectERK6SkRect8SkClipOpb
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN23FaceAlignMotionSmoother14GetAlignDataMVERK24MakeupLive_FaceAlignDataRS0_Pf
0.02%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE18CallBooleanMethodVEP7_JNIEnvP8_jobjectP10_jmethodIDSt9__va_list
0.02%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!325eecd4b75f86b12ebfefb45dece7!781e7d0!
0.02%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN13GrTextContext16drawGlyphRunListEP18GrRecordingContextP12GrTextTargetRK6GrClipRK8SkMatrixRK14SkSurfacePropsRK14SkGlyphRunList
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art28UpdateReadBarrierEntrypointsEPNS_16QuickEntryPointsEb
0.02%     RenderThread     15197  15278  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo9AllocatorINS_13AndroidConfigEXadL_Z21scudo_malloc_postinitEEE8allocateEmNS_5Chunk6OriginEmb
0.02%     glide-disk-cach  15197  15370  /system/lib64/libz.so                                                                                                     inflate_fast
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+51dcc]
0.02%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+ac2c]
0.02%     FrameProcessing  15197  23790  unknown                                                                                                                   unknown[+747219b4ec]
0.02%     mqt_js           15197  15311  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo9AllocatorINS_13AndroidConfigEXadL_Z21scudo_malloc_postinitEEE27quarantineOrDeallocateChunkEPvPNS_5Chunk14UnpackedHeaderEm
0.02%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE10NewObjectVEP7_JNIEnvP7_jclassP10_jmethodIDSt9__va_list
0.02%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         do_mem_abort.cfi
0.02%     mqt_native_modu  15197  15312  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE11NewLocalRefEP7_JNIEnvP8_jobject
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art22IndirectReferenceTable10VisitRootsEPNS_11RootVisitorERKNS_8RootInfoE
0.02%     mqt_js           15197  15311  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art22IndirectReferenceTable3AddENS_15IRTSegmentStateENS_6ObjPtrINS_6mirror6ObjectEEEPNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEE
0.02%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art9hiddenapi24ShouldDenyAccessToMemberINS_8ArtFieldEEEbPT_RKNSt3__18functionIFNS0_13AccessContextEvEEENS0_12AccessMethodE
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+535c0]
0.02%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art2gc4Heap11AllocObjectILb1ENS_6mirror17CopyObjectVisitorEEEPNS3_6ObjectEPNS_6ThreadENS_6ObjPtrINS3_5ClassEEEmRKT0_
0.02%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art6mirror5Class11AllocObjectEPNS_6ThreadE
0.02%     FrameProcessing  15197  23790  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo28SizeClassAllocatorLocalCacheINS_20SizeClassAllocator64INS_17TableSizeClassMapINS_22AndroidSizeClassConfigEEELm28ELi1000ELi1000ELb1EEEE6refillEPNS6_8PerClassEm
0.02%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfolly_json.so                      _ZN5folly7dynamic7destroyEv
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _Z29libdivide_u32_do_vector_case112__Uint32x4_tPK15libdivide_u32_t
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN14MorphologyTool14GetAlignBufferEPhi
0.02%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.view.View.transformFromViewToWindowSpace
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN5Eigen19ColPivHouseholderQRINS_6MatrixIdLin1ELin1ELi0ELin1ELin1EEEE7computeIS2_EERS3_RKNS_9EigenBaseIT_EE
0.02%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         __call_rcu
0.02%     com.zamface      15197  15197  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE11NewLocalRefEP7_JNIEnvP8_jobject
0.02%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art6mirror6Object5CloneENS_6HandleIS1_EEPNS_6ThreadE
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+efa00]
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+f6f54]
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art2gc10accounting11SpaceBitmapILm8EE16VisitMarkedRangeIRKZNS0_9collector17ConcurrentCopying12CopyingPhaseEvE3$_8EEvmmOT_
0.02%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             art_jni_trampoline
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _Z35clapack_SolveLinearEquations_kernelIdEbR8ChMatrixIT_ERKS2_S5_ii
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            memset
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+49d7c]
0.02%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libreactnativejni.so                  @plt
0.02%     glide-disk-cach  15197  15370  /system/lib64/libjpeg.so                                                                                                  h2v2_fancy_upsample
0.02%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         arch_counter_read.cfi
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libreactnativejni.so                  @plt
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+f6f84]
0.02%     mqt_native_modu  15197  15312  /apex/com.android.art/javalib/arm64/boot.oat                                                                              java.util.ArrayList.get
0.02%     glide-animation  15197  18657  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo21releaseFreeMemoryToOSINS_28SizeClassAllocatorLocalCacheINS_20SizeClassAllocator64INS_17TableSizeClassMapINS_22AndroidSizeClassConfigEEELm28ELi1000ELi1000ELb1EEEE13TransferBatchENS_15ReleaseRecorderEZNS6_16releaseToOSMaybeEPNS6_10RegionInfoEmbEUlmE_EEvRKNS_13IntrusiveListIT_EEmmmmPT0_T1_
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+51ff8]
0.02%     glide-animation  15197  18658  [kernel.kallsyms]                                                                                                         get_mem_cgroup_from_mm
0.02%     com.zamface      15197  15197  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art12_GLOBAL__N_18ArgArray24BuildArgArrayFromVarArgsERKNS_33ScopedObjectAccessAlreadyRunnableENS_6ObjPtrINS_6mirror6ObjectEEESt9__va_list
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZNK5Eigen7SVDBaseINS_9JacobiSVDINS_6MatrixIdLin1ELin1ELi0ELin1ELin1EEELi2EEEE11_solve_implINS2_IdLin1ELi1ELi0ELin1ELi1EEES7_EEvRKT_RT0_
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+36fb8]
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN23FaceAlignMotionSmoother23SmoothMouthPartByCenterER24MakeupLive_FaceAlignDataS1_RNSt6__ndk15dequeI27FaceAlignMotionSmootherDataNS2_9allocatorIS4_EEEEPiiS9_iS9_ifb
0.02%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           _ZN8facebook3jni6detail13currentOrNullEv
0.02%     glide-source-th  15197  15384  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.bumptech.glide.gifdecoder.StandardGifDecoder.decodeBitmapData
0.02%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN10GrTextBlob5flushEP12GrTextTargetRK14SkSurfacePropsPK26GrDistanceFieldAdjustTableRK7SkPaintRK8SkRGBA4fIL11SkAlphaType2EERK6GrClipRK8SkMatrix7SkPoint
0.02%     com.zamface      15197  15197  /apex/com.android.art/lib64/libart.so                                                                                     art_quick_imt_conflict_trampoline
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZNK5Eigen19HouseholderSequenceINS_6MatrixIdLin1ELin1ELi0ELin1ELin1EEENS1_IdLin1ELi1ELi0ELin1ELi1EEELi1EE18applyThisOnTheLeftIS2_S3_EEvRT_RT0_
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art2gc10accounting11SpaceBitmapILm8EE16VisitMarkedRangeIRKNS0_9collector17ConcurrentCopying23GrayImmuneObjectVisitorILb1EEEEEvmmOT_
0.02%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN7android10uirenderer3$_18__invokeEPKvP8SkCanvasRK8SkMatrix
0.02%     com.zamface      15197  15197  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art22IndirectReferenceTable6RemoveENS_15IRTSegmentStateEPv
0.02%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+a60c]
0.02%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     art_quick_imt_conflict_trampoline
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+79134]
0.02%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         get_page_from_freelist
0.02%     GLThread 2003    15197  23778  [kernel.kallsyms]                                                                                                         mem_cgroup_commit_charge.cfi
0.02%     glide-animation  15197  18657  [kernel.kallsyms]                                                                                                         __lru_cache_add
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+f6f78]
0.02%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!1c1ec3f88793b56808f78018b01f2f!781e7d0!
0.02%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfolly_json.so                      _ZN5folly4hash12SpookyHashV25ShortEPKvmPmS4_
0.02%     glide-animation  15197  18657  [kernel.kallsyms]                                                                                                         __alloc_pages_nodemask.cfi
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+57a4c]
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art2gc10accounting11SpaceBitmapILm8EE16VisitMarkedRangeIRKNS0_9collector17ConcurrentCopying29ImmuneSpaceCaptureRefsVisitorEEEvmmOT_
0.02%     mqt_native_modu  15197  15312  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            malloc
0.02%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!0195a7fce408f1f6bb96f5342ebcb8!781e7d0!
0.02%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE19SetFloatArrayRegionEP7_JNIEnvP12_jfloatArrayiiPKf
0.02%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         page_add_new_anon_rmap.cfi
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfolly_json.so                      _ZN5folly7dynamicaSEOS0_
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+f6fd4]
0.02%     HeapTaskDaemon   15197  15211  [kernel.kallsyms]                                                                                                         el0_da
0.02%     glide-animation  15197  18658  [kernel.kallsyms]                                                                                                         do_mem_abort.cfi
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+49a5c]
0.02%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZNSt3__113__stable_sortIRZN7android10uirenderer12skiapipeline27StartReorderBarrierDrawable6onDrawEP8SkCanvasE3$_0NS_11__wrap_iterIPPNS3_18RenderNodeDrawableEEEEEvT0_SE_T_NS_15iterator_traitsISE_E15difference_typeEPNSH_10value_typeEl
0.02%     glide-source-th  15197  15382  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.bumptech.glide.gifdecoder.StandardGifDecoder.decodeBitmapData
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+523d8]
0.02%     com.zamface      15197  15197  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE17GetStringCriticalEP7_JNIEnvP8_jstringPh
0.02%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            _ZNK6YGNode16getLeadingMarginE15YGFlexDirectionf
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+55768]
0.02%     RenderThread     15197  15278  [kernel.kallsyms]                                                                                                         try_to_wake_up
0.02%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN5Eigen15PlainObjectBaseINS_6MatrixIdLin1ELi1ELi0ELin1ELi1EEEE6resizeEl
0.02%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art8CodeInfo17GetRegisterMaskOfERKNS_8StackMapE
0.02%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+51db8]
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+53128]
0.01%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art6mirror8DexCache15VisitReferencesILb1ELNS_17VerifyObjectFlagsE0ELNS_17ReadBarrierOptionE1ENS_2gc9collector17ConcurrentCopying39ComputeLiveBytesAndMarkRefFieldsVisitorILb0EEEEEvNS_6ObjPtrINS0_5ClassEEERKT2_
0.01%     RenderThread     15197  15278  unknown                                                                                                                   unknown[+747219b4ec]
0.01%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _Z14MatrixMultiplyPKfiiS0_iPf
0.01%     FrameProcessing  15197  23790  [kernel.kallsyms]                                                                                                         handle_pte_fault
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+50784]
0.01%     HybridData Dest  15197  15305  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo9AllocatorINS_13AndroidConfigEXadL_Z21scudo_malloc_postinitEEE10deallocateEPvNS_5Chunk6OriginEmm
0.01%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                art_jni_trampoline
0.01%     Binder:15197_5   15197  18029  [kernel.kallsyms]                                                                                                         find_lock_entry.cfi
0.01%     com.zamface      15197  15197  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            __memcpy
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+49d40]
0.01%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libdexfile.so                                                                                 _ZN3art23ComputeModifiedUtf8HashEPKc
0.01%     HeapTaskDaemon   15197  15211  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art20OatQuickMethodHeader11GetCodeSizeEv
0.01%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN5Eigen8internal23triangular_solve_vectorIddlLi1ELi2ELb0ELi0EE3runElPKdlPd
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+49dfc]
0.01%     FrameProcessing  15197  23790  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo28SizeClassAllocatorLocalCacheINS_20SizeClassAllocator64INS_17TableSizeClassMapINS_22AndroidSizeClassConfigEEELm28ELi1000ELi1000ELb1EEEE5drainEPNS6_8PerClassEm
0.01%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art11ReadBarrier4MarkEPNS_6mirror6ObjectE
0.01%     mqt_native_modu  15197  15312  [kernel.kallsyms]                                                                                                         clear_page
0.01%     mqt_native_modu  15197  15312  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN5scudo11HybridMutex7tryLockEv
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+79174]
0.01%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _ZN5Eigen8internal15call_assignmentINS_6MatrixIdLin1ELi1ELi0ELin1ELi1EEENS_7ProductINS_5BlockIKNS2_IdLin1ELin1ELi0ELin1ELin1EEELin1ELin1ELb1EEES3_Li0EEENS0_9assign_opIddEEEEvRT_RKT0_RKT1_NS0_9enable_ifIXsr25evaluator_assume_aliasingISE_EE5valueEPvE4typeE
0.01%     glide-disk-cach  15197  15370  /system/lib64/libjpeg.so                                                                                                  jsimd_idct_islow_neon
0.01%     mqt_native_modu  15197  15312  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art22IndirectReferenceTable6RemoveENS_15IRTSegmentStateEPv
0.01%     glide-disk-cach  15197  15370  /system/lib64/libjpeg.so                                                                                                  decode_mcu
0.01%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN8SkCanvas12drawTextBlobEPK10SkTextBlobffRK7SkPaint
0.01%     glide-animation  15197  18658  /system/lib64/libhwui.so                                                                                                  _ZN8SkMatrix8Scale_xyERKS_ffP7SkPoint
0.01%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         __alloc_pages_nodemask.cfi
0.01%     RenderThread     15197  15278  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            memset
0.01%     com.zamface      15197  15197  [kernel.kallsyms]                                                                                                         binder_thread_read
0.01%     HeapTaskDaemon   15197  15211  [kernel.kallsyms]                                                                                                         el0_svc_naked
0.01%     glide-animation  15197  18657  [kernel.kallsyms]                                                                                                         vmacache_find.cfi
0.01%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         shmem_getpage_gfp
0.01%     mqt_native_modu  15197  15312  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art22IndirectReferenceTable10GetCheckedEPv
0.01%     glide-animation  15197  18657  [kernel.kallsyms]                                                                                                         mm_event_end.cfi
0.01%     mqt_native_modu  15197  15312  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art12_GLOBAL__N_18ArgArray24BuildArgArrayFromVarArgsERKNS_33ScopedObjectAccessAlreadyRunnableENS_6ObjPtrINS_6mirror6ObjectEEESt9__va_list
0.01%     GLThread 2003    15197  23778  /apex/com.android.art/javalib/arm64/boot.oat                                                                              QuickImtConflictTrampoline
0.01%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!61bc7b0de892600069dcd23dd14db9!781e7d0!
0.01%     com.zamface      15197  15197  /system/lib64/libandroidfw.so                                                                                             _ZNK7android15ResTable_config12isBetterThanERKS0_PS1_
0.01%     FrameProcessing  15197  23790  [kernel.kallsyms]                                                                                                         try_to_wake_up
0.01%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art9ArtMethod6InvokeEPNS_6ThreadEPjjPNS_6JValueEPKc
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+536f0]
0.01%     FrameProcessing  15197  23790  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libvenus_tracking.so                  _Z16MatrixInverse3x3PfPKf
0.01%     glide-source-th  15197  15391  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.bumptech.glide.gifdecoder.StandardGifDecoder.decodeBitmapData
0.01%     FrameProcessing  15197  23790  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art6mirror5Class15FindClassMethodENSt3__117basic_string_viewIcNS2_11char_traitsIcEEEES6_NS_11PointerSizeE
0.01%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN13GrAtlasTextOp14onPrepareDrawsEPN12GrMeshDrawOp6TargetE
0.01%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+77348]
