Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 100 --call-graph fp --app com.zamface
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 91720
Event count: 135865288130

Overhead  Command          Pid    Tid    Shared Object                                                                                                             Symbol
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libreactnativejni.so                  _ZN8facebook5react9NativeMap7consumeEv
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!73616227b17af30cf97cb6b1578c04!781e7d0!
0.00%     logThread        15197  15335  /system/lib64/libsqlite.so                                                                                                sqlite3FindTable
0.00%     mface.co.kr/...  15197  26783  /data/app/~~uygsrpI_pKcmNiCxhOIRcw==/com.google.android.gms-34j83oPyFohfuB7xndhCew==/base.apk                             base.apk[+d74f4]
0.00%     Binder:15197_1   15197  15215  /system/lib64/libutils.so                                                                                                 _ZNK7android8String164sizeEv
0.00%     GLThread 2003    15197  23778  /system/lib64/libGLESv1_CM.so                                                                                             glBindTexture
0.00%     Binder:15197_5   15197  18029  /system/lib64/libbinder.so                                                                                                _ZNK7android6Parcel11ipcDataSizeEv
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!dd588ee169c82c6824b374816fa692!781e7d0!
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           libfbjni.so[+12220]
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation.getMatrix
0.00%     GLThread 2003    15197  23778  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            __ioctl
0.00%     mface.co.kr/...  15197  24784  /data/app/~~uygsrpI_pKcmNiCxhOIRcw==/com.google.android.gms-34j83oPyFohfuB7xndhCew==/base.apk                             base.apk[+e5bb8]
0.00%     GLThread 2003    15197  23778  unknown                                                                                                                   unknown[+9cdcac30]
0.00%     PfRxCachedThrea  15197  23770  /apex/com.android.art/javalib/arm64/boot.oat                                                                              java.lang.String.getChars
0.00%     PfRxCachedThrea  15197  23703  [kernel.kallsyms]                                                                                                         posix_lock_inode
0.00%     RenderThread     15197  15278  /system/lib64/libGLESv1_CM.so                                                                                             glDrawArrays
0.00%     Binder:15197_1   15197  15215  /system/lib64/libbinder.so                                                                                                _ZN7android9BpRefBaseC2ERKNS_2spINS_7IBinderEEE
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+1a72c]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+59830]
0.00%     mface.co.kr/...  15197  24784  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art21QuickExceptionHandler9FindCatchENS_6ObjPtrINS_6mirror9ThrowableEEE
0.00%     PfRxCachedThrea  15197  23760  /system/lib64/libsqlite.so                                                                                                btreeParseCellPtrIndex
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!554f7df9ee353cab1a5582b1c8dc80!781e7d0!
0.00%     RenderThread     15197  15278  /system/lib64/libEGL.so                                                                                                   _ZNK7android13egl_surface_t20getSmpte2086MetadataER26android_smpte2086_metadata
0.00%     mface.co.kr/...  15197  26475  /data/app/~~uygsrpI_pKcmNiCxhOIRcw==/com.google.android.gms-34j83oPyFohfuB7xndhCew==/base.apk                             base.apk[+e5c84]
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!30bdc22639512a9fd792100342a664!781e7d0!
0.00%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         unlink_file_vma.cfi
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!903eaccc17d30ca7b0888d1b2b7e4d!781e7d0!
0.00%     com.zamface      15197  15197  /system/lib64/libc++.so                                                                                                   @plt
0.00%     mqt_native_modu  15197  15312  /system/framework/arm64/boot-framework.oat                                                                                android.app.ContextImpl.getSharedPreferences
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+70100]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+52238]
0.00%     mqt_native_modu  15197  15312  [kernel.kallsyms]                                                                                                         do_mem_abort
0.00%     PfRxCachedThrea  15197  20808  /system/lib64/libsqlite.so                                                                                                sqlite3BtreeMovetoUnpacked
0.00%     Binder:15197_1   15197  15215  /system/lib64/libbinder.so                                                                                                _ZN7android14IPCThreadState8transactEijRKNS_6ParcelEPS1_j
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+52a64]
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           libfbjni.so[+121e8]
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZNK15CircularRRectOp18fixedFunctionFlagsEv
0.00%     MakeupCamIntern  15197  23792  /apex/com.android.art/lib64/libart.so                                                                                     _ZNK3art6Thread24CreateInternalStackTraceILb0EEEP8_jobjectRKNS_33ScopedObjectAccessAlreadyRunnableE
0.00%     com.zamface      15197  15197  [kernel.kallsyms]                                                                                                         rcu_report_qs_rnp
0.00%     PfRxCachedThrea  15197  20805  /system/lib64/libutils.so                                                                                                 utf8_to_utf16_no_null_terminator
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+52eec]
0.00%     GLThread 2003    15197  23778  unknown                                                                                                                   unknown[+9cdc7500]
0.00%     HeapTaskDaemon   15197  15211  [kernel.kallsyms]                                                                                                         finish_task_switch
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN21GrRenderTargetContext9drawShapeERK6GrClipO7GrPaint4GrAARK8SkMatrixRK7GrShape
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN7android10uirenderer7GLUtils12dumpGLErrorsEv
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+52a90]
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN13SkSurface_Gpu11onNewCanvasEv
0.00%     GLThread 2003    15197  23778  unknown                                                                                                                   unknown[+747219b4a4]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+5dd70]
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+a520]
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           libfbjni.so[+12208]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+5adbc]
0.00%     GLThread 2003    15197  23778  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            strcmp_default
0.00%     Binder:15197_1   15197  15215  /system/framework/arm64/boot-framework.oat                                                                                android.os.MessageQueue.enqueueMessage
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!bd48f32bbe45487bbc7cb098344898!781e7d0!
0.00%     com.zamface      15197  15197  [kernel.kallsyms]                                                                                                         record_stat
0.00%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         arch_get_unmapped_area_topdown.cfi
0.00%     mqt_native_modu  15197  15312  /system/framework/arm64/boot-framework.oat                                                                                android.text.StaticLayout.generate
0.00%     GLThread 2003    15197  23778  [kernel.kallsyms]                                                                                                         format_decode
0.00%     CameraHandlerTh  15197  23789  /system/lib64/libbinder.so                                                                                                _ZN7android6Parcel13continueWriteEm
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+f7180]
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+19d8c]
0.00%     com.zamface      15197  15197  [kernel.kallsyms]                                                                                                         ret_to_user
0.00%     RenderThread     15197  15278  [kernel.kallsyms]                                                                                                         __sys_trace_return
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+507ec]
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN9GrClearOp4MakeEP18GrRecordingContextRK11GrFixedClipRK8SkRGBA4fIL11SkAlphaType2EEP14GrSurfaceProxy
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libreanimated.so                      _ZNSt6__ndk113__vector_baseINS_10shared_ptrIN8facebook3jsi5ValueEEENS_9allocatorIS5_EEED2Ev
0.00%     mqt_native_modu  15197  15312  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            pthread_mutex_unlock
0.00%     Binder:15197_5   15197  18029  [kernel.kallsyms]                                                                                                         sys_futex
0.00%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE14DeleteLocalRefEP7_JNIEnvP8_jobject
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+9d144]
0.00%     com.zamface      15197  15197  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            __set_errno_internal
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+ad88]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+ea700]
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             BakerReadBarrierThunkField_r21_r21_1
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.facebook.react.animated.NativeAnimatedModule.initializeLifecycleEventListenersForViewTag
0.00%     GLThread 2003    15197  23778  /system/lib64/libgui.so                                                                                                   _ZN7android6Parcel17FlattenableHelperINS_5FenceEE9unflattenEPKvmPKim
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN7GrGLGpu20sendIndexedMeshToGpuE15GrPrimitiveTypeRK6GrMeshiitti
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!eff4faccfbc476cb298cbc5f843b9e!781e7d0!
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!06037b5768fb946cc2c5cf54eb8ba3!781e7d0!
0.00%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.view.Choreographer.scheduleFrameLocked
0.00%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         queue_work_on.cfi
0.00%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE21GetFloatArrayElementsEP7_JNIEnvP12_jfloatArrayPh
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+91b4c]
0.00%     PfRxCachedThrea  15197  23733  [kernel.kallsyms]                                                                                                         generic_permission.cfi
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libyoga.so                            libyoga.so[+a738]
0.00%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art3JNIILb0EE9FindClassEP7_JNIEnvPKc
0.00%     GLThread 2003    15197  23778  unknown                                                                                                                   unknown[+9cdcac58]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+374e4]
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!cdd60c35ca40b467b0df625a6422ba!781e7d0!
0.00%     com.zamface      15197  15197  /system/lib64/libandroid_runtime.so                                                                                       _ZN7androidL43android_view_MotionEvent_nativeGetPointerIdEP7_JNIEnvP7_jclassli
0.00%     GLThread 2003    15197  23778  [kernel.kallsyms]                                                                                                         a6xx_oob_set.cfi
0.00%     PfRxCachedThrea  15197  23692  [kernel.kallsyms]                                                                                                         chrdev_open.cfi
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+374f0]
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!c290b97fcf9059e9ebe30800178359!781e7d0!
0.00%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.view.View.measure
0.00%     Binder:15197_1   15197  15215  /system/lib64/libgui.so                                                                                                   _ZNK7android6Parcel17FlattenableHelperINS_5FenceEE16getFlattenedSizeEv
0.00%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         kmem_cache_alloc.cfi
0.00%     mface.co.kr/...  15197  26783  /data/app/~~uygsrpI_pKcmNiCxhOIRcw==/com.google.android.gms-34j83oPyFohfuB7xndhCew==/base.apk                             base.apk[+e5b5c]
0.00%     GLThread 2003    15197  23778  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.cyberlink.clgpuimage.ae.run
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           libfbjni.so[+12224]
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN7android10uirenderer12skiapipeline18SkiaOpenGLPipeline11makeCurrentEv
0.00%     RenderThread     15197  15278  /system/lib64/libui.so                                                                                                    _ZNSt3__16vectorIN7android4RectENS1_18InlineStdAllocatorIS2_Lm4EEEE7reserveEm
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!94050ffb92ce9d2eb541a2faeb7ea2!781e7d0!
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN11SkPointPriv31DistanceToLineSegmentBetweenSqdERK7SkPointS2_S2_
0.00%     GLThread 2003    15197  23778  /system/lib64/libutils.so                                                                                                 _ZNK7android7RefBase9incStrongEPKv
0.00%     mqt_native_modu  15197  15312  /apex/com.android.art/javalib/arm64/boot.oat                                                                              java.lang.Object.hashCode
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+378c8]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+60a30]
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!58a105ef15b1fc6bfb97448dbd1067!781e7d0!
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+52fb0]
0.00%     RenderThread     15197  15278  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!3e1d59cacba63ff2efd49ebfb94f88!781e7d0!
0.00%     com.zamface      15197  15197  /system/lib64/libandroid_runtime.so                                                                                       _ZN7androidL34android_os_MessageQueue_nativeWakeEP7_JNIEnvP7_jclassl
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!e212b21b46e855535d5f9a0065cd6a!781e7d0!
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.dylanvann.fastimage.FastImageSource.<init>
0.00%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.graphics.Matrix.invert
0.00%     RenderThread     15197  15278  [kernel.kallsyms]                                                                                                         __sys_trace_return_skipped
0.00%     Binder:15197_1   15197  15215  /system/lib64/libbinder.so                                                                                                _ZN7android6Parcel19ipcSetDataReferenceEPKhmPKymPFvPS0_S2_mS4_mPvES6_
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfolly_json.so                      libfolly_json.so[+18a00]
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN7android10uirenderer12skiapipeline12SkiaPipeline10tryCaptureEP9SkSurfacePNS0_10RenderNodeERKNS0_16LayerUpdateQueueE
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+52158]
0.00%     com.zamface      15197  15197  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            _ZN18ContextsSerialized18GetPropAreaForNameEPKc
0.00%     GLThread 2003    15197  23778  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.cyberlink.clgpuimage.GPUImageRenderer$YUVBuffer$Builder.build
0.00%     GLThread 2003    15197  23778  /system/lib64/libandroid_runtime.so                                                                                       _ZL37android_glDisableVertexAttribArray__IP7_JNIEnvP8_jobjecti
0.00%     com.zamface      15197  15197  /apex/com.android.art/javalib/arm64/boot.oat                                                                              java.lang.Integer.valueOf
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+f0c1c]
0.00%     mqt_native_modu  15197  15312  [kernel.kallsyms]                                                                                                         arch_counter_read
0.00%     mface.co.kr/...  15197  26475  /data/app/~~uygsrpI_pKcmNiCxhOIRcw==/com.google.android.gms-34j83oPyFohfuB7xndhCew==/base.apk                             base.apk[+e5b40]
0.00%     mqt_native_modu  15197  15312  [kernel.kallsyms]                                                                                                         do_notify_resume.cfi
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!08fc8c4c5de81cf62297cd1a63f6ce!781e7d0!
0.00%     PfRxCachedThrea  15197  23736  /system/lib64/libsqlite.so                                                                                                sqlite3VdbeExec
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     glBindTexture
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     glVertexAttribPointer
0.00%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     art_quick_alloc_object_initialized_region_tlab
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+5225c]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libreactnativejni.so                  _ZN8facebook5react8Instance14callJSFunctionEONSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEES9_ON5folly7dynamicE
0.00%     mqt_js           15197  15311  /apex/com.android.runtime/lib64/bionic/libc.so                                                                            __strlen_chk
0.00%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.util.LongSparseArray.put
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN12_GLOBAL__N_114AAConvexPathOpC2ERKN24GrSimpleMeshDrawOpHelper8MakeArgsERK8SkRGBA4fIL11SkAlphaType2EERK8SkMatrixRK6SkPathPK21GrUserStencilSettings
0.00%     GLThread 2003    15197  23778  [kernel.kallsyms]                                                                                                         kgsl_iommu_addr_in_range
0.00%     com.zamface      15197  15197  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.facebook.react.animated.NativeAnimatedModule.executeAllOperations
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+55134]
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN7SkCodec8onRewindEv
0.00%     mface.co.kr/...  15197  26014  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           _ZN8facebook3jni22getHybridDataFromFieldEPKNS0_7JObjectERKNS0_6JFieldIPNS0_6detail8JTypeForINS5_10HybridDataES1_vE11_javaobjectEEE
0.00%     FrameMetricsAgg  15197  15289  /system/framework/arm64/boot-framework.oat                                                                                android.os.Looper.loop
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.facebook.react.views.text.ReactBaseTextShadowNode.setFontSize
0.00%     Binder:15197_1   15197  15215  [kernel.kallsyms]                                                                                                         ashmem_mmap.cfi
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!011f6bf89a04ecca101fb587850a09!781e7d0!
0.00%     mqt_native_modu  15197  15312  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3artL26VMRuntime_newUnpaddedArrayEP7_JNIEnvP8_jobjectP7_jclassi
0.00%     Binder:15197_5   15197  18029  /system/lib64/libc++.so                                                                                                   @plt
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZNSt3__110__function6__funcIZN7android10uirenderer12renderthread13DrawFrameTask11postAndWaitEvE3$_0NS_9allocatorIS6_EEFvvEEclEv$c303f2d2360db58ed70a2d0ac7ed911b
0.00%     mqt_js           15197  15311  [kernel.kallsyms]                                                                                                         fput.cfi
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+4a20c]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+5df20]
0.00%     mqt_js           15197  15311  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libhermes.so                          libhermes.so[+49a0c]
0.00%     Binder:15197_1   15197  15215  /apex/com.android.art/lib64/libart.so                                                                                     _ZN3art22IndirectReferenceTable6RemoveENS_15IRTSegmentStateEPv
0.00%     com.zamface      15197  15197  /system/lib64/libhwui.so                                                                                                  _ZN7androidL32android_view_RenderNode_setAlphaElf
0.00%     mface.co.kr/...  15197  24784  /data/app/~~uygsrpI_pKcmNiCxhOIRcw==/com.google.android.gms-34j83oPyFohfuB7xndhCew==/base.apk                             base.apk[+d79ac]
0.00%     logThread        15197  15335  /system/lib64/libsqlite.so                                                                                                sqlite3VdbeExec
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZNK15CircularRRectOp4nameEv
0.00%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.os.Handler.dispatchMessage
0.00%     PfRxCachedThrea  15197  23766  [kernel.kallsyms]                                                                                                         eventfd_write.cfi
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!29bd1c6cb877865ecd55d2b56f972c!781e7d0!
0.00%     GLThread 2003    15197  23778  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                     !!!0000!875e2a45c0e8469eef88ac5a76843a!781e7d0!
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/lib/arm64/libfbjni.so                           libfbjni.so[+121f8]
0.00%     GLThread 2003    15197  23778  /system/lib64/libutils.so                                                                                                 systemTime
0.00%     mqt_native_modu  15197  15312  /data/app/~~AztZZrWOKDs-hJMDk1VF5w==/com.zamface-9UUsEtwao29iolTaNnnIew==/oat/arm64/base.odex                             com.facebook.react.uimanager.ReanimatedUIManager.onBatchComplete
0.00%     GLThread 2003    15197  23778  /apex/com.android.art/lib64/libart.so                                                                                     _ZThn296_N3art2gc5space13FreeListSpace5AllocEPNS_6ThreadEmPmS5_S5_
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN13GrAtlasTextOp8finalizeERK6GrCapsPK13GrAppliedClipb11GrClampType
0.00%     GLThread 2003    15197  23778  /system/lib64/libc++.so                                                                                                   _ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6insertEmmc
0.00%     PfRxCachedThrea  15197  20808  /system/lib64/libsqlite.so                                                                                                getCellInfo
0.00%     com.zamface      15197  15197  /system/framework/arm64/boot-framework.oat                                                                                android.view.ViewRootImpl.scrollToRectOrFocus
0.00%     RenderThread     15197  15278  /system/lib64/libhwui.so                                                                                                  _ZN17GrBufferAllocPool5unmapEv
